,steering,throttle,model_steering,model_throttle
72,-0.09228999999999997,-0.0,-0.038062897,0.34548023
73,-0.30229,0.47153,-0.28489673,0.44534066
74,-0.033700000000000015,0.47024,-0.040317696,0.48205304
75,-0.4663,0.47675,-0.47005776,0.37008685
76,-0.042800000000000005,0.47153,0.0013524919,0.48104012
77,-0.26669,0.47024,-0.31056282,0.4789671
78,-0.33571,0.47153,-0.36088604,0.4707718
79,-0.06495000000000001,-0.0,0.0208891,0.4656152
80,-0.007670000000000009,-0.0,-0.0007431245,0.47456586
81,-0.05972,-0.0,-0.01915213,0.27823153
82,-0.17471,0.47153,-0.13320555,0.4504522
83,-0.2498,0.47415,-0.35038242,0.47198004
84,-0.14085999999999999,0.46765,-0.18257122,0.45630416
85,-0.41901000000000005,0.47675,-0.45923397,0.38812494
86,-0.24326,0.47544,-0.32744372,0.46758112
87,-0.46238999999999997,0.46893,-0.42706934,0.45288405
88,-0.06235000000000001,0.47024,-0.007699885,0.48770198
89,-0.02978999999999998,0.47544,-0.0021201898,0.35598716
90,-0.033700000000000015,0.45332,-0.0004993863,0.39355695
91,-0.21983000000000005,0.47024,-0.36226904,0.47411972
92,-0.13393,0.47024,-0.04891179,0.4588965
93,-0.11181000000000002,0.47024,-0.17767163,0.46570885
94,-0.35003,0.47544,-0.40751168,0.47716397
95,-0.35825,0.47153,-0.49440473,0.42671657
96,-0.52618,0.47153,-0.51462305,0.4035006
97,-0.12874000000000002,0.47153,-0.050323162,0.49549523
98,-0.18382,0.47803,-0.142849,0.3781352
99,-0.14737,0.47153,-0.10493366,0.45239004
100,-0.20725,0.46765,-0.21683611,0.4538507
101,-0.27103,0.47415,-0.31755137,0.47606108
102,-0.10920999999999996,0.47284,-0.022634132,0.44057456
103,-0.43505,0.47153,-0.42213336,0.34360436
104,-0.21116,0.47024,-0.26332572,0.42820337
105,-0.17471,0.47024,-0.24964496,0.4424256
106,-0.18773,0.47544,-0.25077745,0.4217945
107,-0.3266,0.47024,-0.34979936,0.48017848
108,-0.47498,0.46893,-0.43679386,0.47643226
109,-0.40510999999999997,0.47544,-0.45486778,0.4042369
110,-0.20681999999999998,0.46893,-0.123789534,0.32672846
111,-0.43765,0.48066000000000003,-0.4940778,0.46465376
112,-0.20725,0.47024,-0.15848163,0.4522711
113,-0.40510999999999997,-0.0,-0.44723487,0.13955402
114,-0.20465,-0.0,-0.18889062,0.45749882
115,-0.11484000000000001,0.47544,-0.12337251,0.46292838
116,-0.46762,0.47675,-0.48956066,0.42375323
117,-0.14737,0.47153,-0.093872376,0.44774383
118,-0.20074,0.45592,-0.13026929,0.34898147
119,-0.06929,0.47153,-0.041037787,0.4674985
120,-0.18339,0.46765,-0.10202535,0.4558327
121,-0.08358,0.42857,-0.012747904,0.43910936
122,-0.03238000000000002,0.46502,-0.09507851,0.47732857
123,-0.37909,0.46893,-0.4009072,0.41567624
124,-0.39166999999999996,0.47024,-0.4097848,0.47171158
125,-0.17731,0.47024,-0.22326013,0.45451796
126,-0.30488000000000004,0.46893,-0.27685782,0.4584004
127,-0.2385,0.47153,-0.16553976,0.45527598
128,-0.36955,0.46242,-0.44815192,0.4712508
129,-0.33311,0.46893,-0.3556982,0.46283358
130,-0.18253,0.47153,-0.15764661,0.47389203
131,-0.20465,0.47415,-0.09130035,0.4671229
132,-0.13176,0.44681000000000004,-0.13902582,0.46889326
133,-0.46238999999999997,0.46893,-0.44535124,0.5159779
134,-0.50925,0.47153,-0.5046443,0.44353595
135,-0.01937,0.47024,-0.003215462,0.503927
136,-0.12222999999999999,-0.0,-0.19528107,0.3335932
137,-0.10182000000000001,0.40774,-0.06545316,0.42315587
138,-0.50015,0.43508,-0.50042033,0.44356373
139,-0.36476,0.47544,-0.35804066,0.45455486
140,-0.08187,0.46893,-0.11585585,0.36256695
141,-0.44287,0.47153,-0.44782752,0.2934147
142,-0.31921,0.46765,-0.526228,0.028904192
143,0.00924999999999998,-0.0,-0.09519934,0.441489
144,-0.24198,0.47024,-0.30289945,0.47162592
145,-0.18861,0.46893,-0.2703774,0.33323374
146,-0.11615,0.47415,-0.0962225,0.3943294
147,-0.2502,0.46374,-0.2309587,0.44910157
148,-0.28625,0.47024,-0.22783998,0.48100019
149,-0.30968,0.47284,-0.30230752,0.44589138
150,-0.16646,0.47803,-0.20496236,0.50460196
151,-0.34392,0.47024,-0.30192128,0.28962854
152,-0.15217000000000006,0.26065,-0.25787017,0.39439443
153,-0.5040600000000001,0.36479,-0.48021603,0.4399031
154,-0.22939,0.45983,-0.28013846,0.46757615
155,-0.10920999999999996,0.47803,-0.066278525,0.43300438
156,-0.35523000000000005,0.45332,-0.46279404,0.48930025
157,-0.31139,0.47675,-0.31307432,0.3819999
158,-0.21073,0.46765,-0.19347465,0.4453903
159,0.011850000000000029,-0.0,0.013189088,0.2465876
160,-0.33962000000000003,0.47153,-0.4167273,0.46160877
161,-0.27235,0.47153,-0.41294864,0.1200302
162,-0.13045,0.46893,-0.111180566,0.44530594
163,-0.22765,0.47153,-0.12319637,0.19057828
164,-0.44287,0.47544,-0.39094067,0.47056124
165,-0.03892000000000001,0.27105999999999997,0.006343153,0.4613444
166,-0.36476,0.41686999999999996,-0.35502082,0.46296126
167,-0.13695,0.47024,-0.23049244,0.4569179
168,-0.47281000000000006,0.46765,-0.41879687,0.40249124
169,-0.2524,0.47544,-0.21059674,0.4676618
170,-0.5,0.47024,-0.46189994,0.49007162
171,-0.52487,-0.0,-0.44694796,0.22647431
172,-0.35132,0.46765,-0.36836442,0.49230778
173,-0.50666,0.47024,-0.4834917,0.36095005
174,-0.094,0.47153,-0.10537653,0.46852204
175,-0.35003,0.47153,-0.43479082,0.50468975
176,0.02617999999999998,0.47024,-0.020155039,0.40829185
177,-0.36173,-0.0,-0.27547702,0.24810809
178,-0.22246,0.47024,-0.23269062,0.49473798
179,-0.27061,0.47024,-0.3750185,0.46016905
180,-0.4689,0.47024,-0.47925067,-0.042752877
181,-0.03110000000000002,0.46633,-0.03820311,0.44454968
182,-0.41162,0.47544,-0.47437623,0.37886795
183,-0.13524000000000005,0.47935,-0.16175503,0.48504022
184,-0.26711999999999997,0.47024,-0.24946032,0.47290856
185,-0.478,0.47024,-0.48275405,0.469183
186,-0.30488000000000004,-0.0,-0.35805455,0.41388226
187,-0.19903,0.46893,-0.19180486,0.44119784
188,-0.39732,0.47024,-0.4648603,0.4552348
189,-0.37606,0.47024,-0.39726782,0.4568284
190,-0.37518,0.47153,-0.42282563,0.4512605
191,-0.20422,0.47024,-0.2639327,0.467059
192,-0.09097999999999999,0.47024,-0.03440499,0.49180445
193,-0.25933,0.47153,-0.1604618,0.4516491
194,-0.29144000000000003,0.47024,-0.30656052,0.4693691
195,-0.42854,0.47415,-0.43441916,0.35881054
196,-0.2589,0.47024,-0.34450498,0.46977675
197,-0.24458,0.47803,-0.1858727,0.45523638
198,-0.31356,0.47544,-0.4478237,0.48278916
199,-0.03892000000000001,0.47284,-0.07230239,0.48449153
200,-0.20334000000000002,0.47675,-0.26091293,0.4538221
201,-0.39427,0.47024,-0.44173756,0.48289427
202,-0.29144000000000003,0.47024,-0.35060585,0.4735223
203,-0.36476,0.47544,-0.3172007,0.4334313
204,-0.03238000000000002,0.47024,-0.07457298,0.47982836
205,0.013170000000000015,0.47024,0.001373361,0.4870155
206,-0.12265999999999999,0.46893,-0.10465662,0.47301665
207,-0.29836999999999997,0.47024,-0.25043243,0.45965514
208,-0.35523000000000005,0.47415,-0.3786726,0.4783357
209,-0.33439,0.47803,-0.40997332,0.48877466
210,-0.48582,0.47024,-0.50204444,0.45287353
211,-0.20205,0.47153,-0.16986498,0.4268281
212,-0.10833,0.47024,-0.1647208,0.45018107
213,-0.28536,0.46893,-0.1973879,0.4527268
214,-0.33048,0.47544,-0.38947237,0.41114533
215,-0.27061,0.47675,-0.25316474,0.46492434
216,-0.4598,0.47153,-0.45820004,0.4958602
217,-0.025880000000000014,0.47024,-0.036684826,0.48021647
218,-0.13695,0.45201,-0.3637191,0.33873355
219,-0.52618,0.47024,-0.4775694,0.47148523
220,-0.3036,0.46633,-0.24775298,0.4637144
221,-0.43896,0.47024,-0.47147965,0.40767282
222,0.00014999999999998348,0.46893,0.018399155,0.28883946
223,-0.42291999999999996,0.47284,-0.4343756,0.48474574
224,0.007939999999999947,0.47024,0.017805293,0.4742872
225,-0.3921,-0.0,-0.45435932,0.24568635
226,-0.50794,-0.0,-0.50706816,0.39794987
227,-0.38299999999999995,0.45332,-0.4419828,0.4657966
228,-0.50015,0.46893,-0.37379584,0.4091525
229,-0.04020000000000002,0.47544,-0.007915558,0.49432218
230,-0.26061999999999996,0.25545,-0.33182052,0.44691098
231,-0.22637,0.47803,-0.17027444,0.46188268
232,-0.38819000000000004,0.46765,-0.47824705,0.4809366
233,-0.31921,0.47415,-0.31890225,0.45651534
234,-0.16821,0.47024,-0.16533038,0.47051838
235,-0.51185,0.46893,-0.51855016,0.21923035
236,-0.08098999999999999,0.47544,-0.055285037,0.4355639
237,-0.07405,0.18256,-0.10292305,0.4676484
238,-0.18773,0.47153,-0.1736271,0.4785018
239,-0.1734,0.47024,-0.094172224,0.4772579
240,-0.09748,0.47153,-0.099833295,0.47638488
241,-0.24849000000000002,0.47024,-0.1746436,0.431776
242,-0.048020000000000014,0.47284,-0.012745961,0.49776894
243,-0.14303,0.46893,-0.1515484,0.45777607
244,-0.10960999999999999,0.47935,-0.075969815,0.4399947
245,-0.33613000000000004,0.47415,-0.4420083,0.42444712
246,-0.020679999999999976,0.47024,-0.10042091,0.4021751
247,-0.1079,0.46893,-0.11909385,0.48432103
248,-0.30968,0.46893,-0.3524641,0.42044622
249,-0.14694000000000002,0.47024,-0.1982366,0.46039274
250,-0.28667,0.47024,-0.28197667,0.42862853
251,-0.40076999999999996,0.46374,-0.41717017,0.5003562
252,-0.2359,0.46893,-0.19531439,0.4911996
253,-0.27974,0.46893,-0.30539656,0.49305966
254,-0.24716999999999997,0.14349,-0.2858019,0.3856865
255,-0.37346,0.47153,-0.41621286,0.4845865
256,-0.10659000000000002,0.47153,-0.11804555,0.47075737
257,-0.28017,0.46765,-0.25285682,0.46408328
258,-0.30445,0.47024,-0.36053124,0.46529472
259,-0.50534,-0.0,-0.5131827,0.338145
260,-0.25368,0.46893,-0.21203235,0.46635658
261,-0.23981,0.47024,-0.32407767,0.4686536
262,-0.22025999999999998,0.46633,-0.19978628,0.41622937
263,-0.13304000000000002,0.46893,-0.17459752,0.4610313
264,-0.0,0.4429,-0.06289097,0.41739213
265,-0.23806999999999998,0.47153,-0.3099756,0.48048964
266,-0.32397,0.47024,-0.37570804,0.45449072
267,-0.1591,0.47284,-0.23135519,0.45112273
268,-0.16821,0.47024,-0.24968328,0.47214133
269,-0.21898,0.47153,-0.24472342,0.4500917
270,-0.25368,0.47024,-0.2743162,0.4905388
271,-0.28536,0.46893,-0.26377547,0.4686659
272,-0.15475999999999998,0.47675,-0.14501134,0.4125982
273,-0.14565999999999998,0.47153,-0.11787237,0.46643615
274,-0.31878,0.47284,-0.3729147,0.3603713
275,-0.39427,0.47544,-0.354416,0.4979845
276,-0.03500999999999998,0.46502,0.016082743,0.41311786
277,-0.12394000000000001,0.46765,-0.09396522,0.40120155
278,-0.29186999999999996,-0.0,-0.32342356,0.27983585
279,-0.49972,0.47024,-0.5630815,0.46597955
280,-0.1591,0.47024,-0.19657741,0.45698544
281,-0.13695,0.47284,-0.13283879,0.4516972
282,-0.36696,0.47544,-0.47148857,0.4777206
283,0.023580000000000045,0.47284,-0.00029192492,0.29194665
284,-0.2476,0.46893,-0.20755985,0.4684033
285,-0.23459000000000002,0.47024,-0.2738201,0.41700834
286,-0.23288,0.47024,-0.24316299,0.4791339
287,-0.28362,0.47024,-0.33221626,0.4693246
288,-0.23546999999999998,0.47024,-0.17713025,0.48326257
289,-0.16909000000000002,0.47284,-0.019921722,0.42236814
290,-0.21898,0.46893,-0.20259255,0.43665087
291,-0.20465,0.40386,-0.24126507,0.28848892
292,-0.42854,0.47153,-0.47600263,0.4436058
293,-0.24369000000000002,0.47024,-0.19584593,0.48265168
294,-0.2502,0.47024,-0.32306686,0.46229112
295,-0.13524000000000005,0.46111,-0.18002194,0.466535
296,-0.12654,0.46893,-0.08210434,0.39245567
297,-0.29144000000000003,0.47024,-0.36313862,0.47521025
298,-0.03628999999999999,0.46893,-0.06130765,0.49027243
299,-0.26584,0.46502,-0.28731424,0.39088267
300,-0.10659000000000002,0.47024,-0.021910863,0.49084136
301,-0.11831999999999998,0.46765,-0.075279966,0.4730892
302,-0.09616999999999998,0.46893,-0.05211648,0.44580412
303,-0.22939,0.47024,-0.24229102,0.45991454
304,-0.41684,0.46893,-0.42536834,0.35336706
305,-0.08966000000000003,0.46893,-0.07694138,0.48332343
306,-0.41118999999999994,0.47024,-0.4754074,0.46147192
307,-0.14997,0.47544,-0.10667449,0.42054284
308,-0.003759999999999985,0.47415,-0.024879431,0.33949718
309,-0.2641,0.46893,-0.37644732,0.40984467
310,-0.23938,0.47024,-0.32031694,0.4629871
311,-0.09791,0.46893,-0.053148802,0.47846997
312,-0.49755,-0.0,-0.45360175,0.33745313
313,-0.07274000000000003,0.47284,-0.019983994,0.51746976
314,-0.12741999999999998,0.46893,-0.10737935,0.4038466
315,-0.15866999999999998,0.46893,-0.15065432,0.4619799
316,-0.51317,0.47024,-0.5274491,0.10783983
317,-0.16301,0.10445,-0.18909298,0.37676468
318,-0.05062,0.45201,-0.077133305,0.453126
319,-0.20465,0.46242,-0.20023923,0.47667047
320,-0.34221,0.47153,-0.42636186,0.47720885
321,-0.20205,0.2151,-0.19241528,0.45794833
322,0.023580000000000045,0.47024,-0.024770992,0.47567257
323,-0.30879,0.47153,-0.2958113,0.46866417
324,-0.35956,0.22291999999999998,-0.32890102,0.4410312
325,-0.17862,0.47024,-0.1781042,0.367922
326,-0.10399000000000004,0.47024,-0.09087266,0.42186928
327,-0.15475999999999998,0.47024,-0.036447365,0.4611601
328,-0.15519000000000002,0.45851000000000003,-0.1173384,0.48436168
329,-0.43505,0.0732,-0.4424012,0.4526901
330,-0.21983000000000005,0.46633,-0.26752046,0.4490659
331,-0.04974,0.47024,-0.020338193,0.302588
332,-0.01157999999999998,-0.0,-0.01710359,0.4124672
333,-0.18644000000000002,0.45332,-0.12069138,0.46907842
334,-0.20681999999999998,0.46893,-0.18272558,0.3808311
335,-0.32572,0.47544,-0.30753157,0.46527278
336,-0.22896999999999998,0.47024,-0.2721034,0.4836623
337,-0.04195,0.47024,0.009333492,0.45478663
338,-0.07924999999999999,0.47024,-0.06456958,0.46748063
339,-0.25499,0.47544,-0.27476755,0.4737524
340,-0.41553,0.46242,-0.5004351,0.45917287
341,-0.34915,0.47024,-0.34928662,0.4755652
342,-0.023280000000000026,0.47153,-0.017226597,0.46451136
343,-0.08098999999999999,0.46765,-0.043772765,0.47867194
344,-0.29926,0.47803,-0.32037315,0.4694047
345,-0.3409,0.47284,-0.3652583,0.4435711
346,-0.17862,0.46893,-0.106727496,0.46531498
347,-0.24369000000000002,0.46893,-0.24524817,0.4693079
348,-0.14477,0.46502,-0.083533205,0.4419183
349,-0.07665,0.47153,-0.030366266,0.47307736
350,-0.08316000000000001,0.48194,-0.10990129,0.44543847
351,-0.38168,0.46633,-0.21290746,0.46360818
352,-0.1964,0.47024,-0.2386905,0.45189378
353,-0.19422999999999999,0.47153,-0.20182349,0.4588473
354,-0.30488000000000004,0.46893,-0.24911207,0.47920087
355,-0.2641,0.47024,-0.31676862,0.48867923
356,-0.007670000000000009,-0.0,0.014669223,0.42486173
357,-0.10399000000000004,0.47024,-0.15687996,0.28890347
358,-0.38385,0.47024,-0.40880314,0.4590958
359,-0.0011599999999999946,0.47153,-0.0035811584,0.49148113
360,-0.3036,0.46893,-0.35376802,0.4379819
361,-0.29446,0.46765,-0.28512445,0.4636297
362,-0.30879,0.47153,-0.3313993,0.4644916
363,-0.34655,0.47024,-0.35308823,0.48233336
364,-0.29055,0.47024,-0.32321444,0.4657445
365,-0.34783000000000003,0.47284,-0.42149252,0.4683753
366,-0.2476,0.46893,-0.21068606,0.47917753
367,-0.2411,0.47153,-0.3051569,0.42267713
368,-0.005070000000000019,0.47024,-0.01339675,0.47367838
369,-0.18339,0.47024,-0.1828795,0.39872643
370,-0.06623000000000001,0.47024,0.025944715,0.46376193
371,-0.50534,0.46893,-0.49203855,0.48444602
372,-0.34741,0.47024,-0.43725577,0.495708
373,-0.015490000000000004,0.24635,0.025730506,0.41275615
374,-0.03892000000000001,0.46633,-0.0703029,0.43295565
375,-0.41813,0.47024,-0.5005877,0.39208874
376,-0.15608,0.47153,-0.21962473,0.47531396
377,-0.40510999999999997,0.46893,-0.3899788,0.4720095
378,-0.29318,0.47675,-0.28245017,0.43686718
379,-0.28276,0.46893,-0.32406437,0.44927022
380,-0.43377,-0.0,-0.49057624,0.14736141
381,-0.26584,0.47024,-0.25201312,0.45050058
382,-0.19121,0.47415,-0.18891011,0.4871616
383,-0.21724000000000002,0.46893,-0.23380798,0.44743368
384,-0.13695,0.47024,-0.19029495,0.4505431
385,-0.22115,0.47153,-0.26426104,0.49345
386,-0.16646,0.47024,-0.19098274,0.46012008
387,-0.24369000000000002,0.47024,-0.28967988,0.4517249
388,-0.49233000000000005,0.47024,-0.4959794,0.42823604
389,-0.37866,0.47024,-0.47227338,0.45998782
390,-0.3153,0.47153,-0.2668893,0.4423855
391,-0.24326,0.47544,-0.23248616,0.48394394
392,-0.22289,0.46893,-0.19529939,0.46679398
393,-0.17862,0.46893,-0.16767587,0.47209576
394,-0.33571,0.47024,-0.322107,0.47172177
395,-0.36564,0.27366,-0.39345637,0.47021234
396,-0.41553,0.47284,-0.5003159,0.4512715
397,-0.34221,0.46893,-0.37047485,0.4578235
398,-0.07665,0.47153,-0.053359468,0.4871527
399,-0.25631000000000004,0.47024,-0.234084,0.46208155
400,-0.07146000000000002,0.47024,-0.021736361,0.43132913
401,-0.10572999999999999,0.47284,-0.11190083,0.47640452
402,-0.36433000000000004,0.46893,-0.46624872,0.48721033
403,-0.18600999999999998,0.46893,-0.19876106,0.4506015
404,-0.36607,0.47153,-0.37067035,0.43627706
405,-0.32269000000000003,0.47024,-0.36599323,0.46552727
406,-0.16429000000000002,0.47024,-0.19125278,0.430498
407,-0.39341,0.47153,-0.49486375,0.46676514
408,-0.02200000000000002,0.47024,0.0093153445,0.4974186
409,-0.45026000000000005,0.47024,-0.509961,0.4429746
410,-0.41684,0.46893,-0.41501766,0.44452533
411,-0.37346,0.47415,-0.36334458,0.47536463
412,-0.45848,-0.0,-0.45822987,0.33194822
413,-0.28884,-0.0,-0.38528752,0.33406273
414,-0.35654,0.47024,-0.443334,0.48272696
415,-0.24198,0.47024,-0.25325492,0.4596109
416,-0.15344999999999998,0.46893,-0.15142193,0.46759835
417,-0.12654,0.47024,-0.09896909,0.47589815
418,-0.48582,0.46893,-0.4923034,0.44209987
419,-0.50925,0.47544,-0.46867785,0.50513387
420,-0.4572,0.47415,-0.5031359,0.46915558
421,-0.12654,0.47544,-0.09089756,0.48317364
422,-0.14044,-0.0,-0.002750561,0.358234
423,-0.12654,0.46765,-0.06721247,0.45261618
424,-0.27494,0.47675,-0.38228765,0.44337747
425,-0.41944,0.2893,-0.38039652,0.43376905
426,-0.37258,0.47153,-0.3387994,0.43531772
427,-0.020679999999999976,0.47153,-0.14389421,0.41367492
428,-0.06363999999999997,0.47415,-0.07769069,0.48480284
429,-0.01157999999999998,0.47153,-0.15313563,0.42572716
430,-0.30488000000000004,0.47284,-0.31334466,0.44293383
431,-0.3062,-0.0,-0.30563384,0.015370067
432,-0.30577,0.47024,-0.32736814,0.4686946
433,-0.042800000000000005,0.47153,-0.019444138,0.4750525
434,-0.26975,-0.0,-0.14474145,0.3787516
435,-0.05321999999999999,0.47024,-0.023442835,0.2969319
436,-0.0966,0.47803,-0.099210136,0.46803063
437,-0.30445,0.47153,-0.27580422,0.460611
438,-0.27452,0.47284,-0.28058553,0.41923365
439,-0.0,0.4429,-0.056235597,0.42479742
440,-0.33873000000000003,0.47153,-0.3919175,0.2725592
441,-0.06363999999999997,0.47153,-0.1028588,0.46061122
442,-0.4177,0.46893,-0.42972574,0.4742486
443,-0.0024500000000000077,0.47153,0.005239357,0.46428344
444,-0.15084999999999998,0.47024,-0.05557818,0.49737942
445,-0.22637,0.47675,-0.29165363,0.44179475
446,-0.007670000000000009,0.47024,-0.013602934,0.34533525
447,-0.13176,0.47544,-0.06667763,0.45124078
448,-0.5,0.06018,-0.43447924,0.44841298
449,-0.36476,0.46111,-0.45712888,0.35707846
450,-0.1708,0.46765,-0.12882735,0.4727732
451,-0.39818000000000003,0.40774,-0.41677767,0.45084253
452,-0.03628999999999999,0.2099,0.025130594,0.29505643
453,-0.01157999999999998,0.46893,-0.11953917,0.46073416
454,-0.45328999999999997,0.47024,-0.49905345,0.43741637
455,-0.38906999999999997,0.47415,-0.43781787,0.50755286
456,-0.43765,0.47024,-0.4941445,0.43586928
457,-0.1821,0.47415,-0.24158284,0.48571122
458,-0.2359,0.47024,-0.2378185,0.4672749
459,-0.33742,0.47024,-0.32411036,0.43782842
460,-0.34741,0.46374,-0.40773746,0.4904049
461,-0.0011599999999999946,0.47544,-0.010518785,0.46017587
462,-0.33873000000000003,0.45851000000000003,-0.37572616,0.47759128
463,-0.36346999999999996,0.46893,-0.3900284,0.39064005
464,-0.0011599999999999946,0.47024,-0.07103993,0.48371828
465,-0.35046,0.46893,-0.3565908,0.45373386
466,-0.20163,0.47024,-0.2664737,0.46199012
467,-0.43113999999999997,0.47024,-0.44227788,0.26522952
468,-0.23068000000000002,0.47544,-0.19922253,0.4304705
469,-0.30317,0.47024,-0.3619433,0.47575447
470,-0.20596,0.47153,-0.28454515,0.46618667
471,-0.40728000000000003,0.47024,-0.24798341,0.47883525
472,-0.37518,0.47153,-0.26838368,0.41988838
473,-0.35523000000000005,0.47415,-0.43820974,0.49788213
474,-0.16777999999999998,0.47803,-0.20213844,0.46178073
475,-0.36305,0.47024,-0.33209628,0.4383413
476,-0.38691,0.48453999999999997,-0.29637936,0.45200434
477,-0.39689,0.47024,-0.44067052,0.47823477
478,-0.1847,0.47284,-0.15551555,0.2759547
479,-0.07839,0.46765,-0.06183076,0.44800875
480,-0.20986999999999997,0.47024,-0.14984775,0.48765358
481,-0.13524000000000005,0.47675,-0.13354513,0.45633295
482,-0.42683000000000004,0.47153,-0.30299896,0.41633937
483,-0.29535,0.47024,-0.3964879,0.48953396
484,-0.09616999999999998,0.46893,-0.12771106,0.44685042
485,-0.36433000000000004,0.47024,-0.3621165,0.45947188
486,-0.52227,0.47544,-0.47826076,0.43587533
487,-0.24891999999999997,0.47153,-0.25489613,0.45732734
488,-0.34524,0.47153,-0.47822815,0.43434307
489,-0.3244,0.47024,-0.33326152,0.46720114
490,-0.19121,0.47675,-0.28018913,0.37891564
491,-0.22157,0.46893,-0.21366146,0.4258553
492,-0.03892000000000001,0.46633,-0.061889857,0.48760435
493,-0.044539999999999996,0.47284,-0.042820342,0.442754
494,-0.49105,0.47024,-0.51721334,0.48950994
495,-0.24067,0.47153,-0.27130464,0.4594935
496,-0.13133,0.47803,-0.21341826,0.4602223
497,-0.19555,0.47024,-0.24017517,0.46819943
498,0.023580000000000045,0.47024,-0.0061652586,0.50193167
499,-0.28884,0.47024,-0.2462074,0.463592
500,-0.12741999999999998,-0.0,-0.05251975,0.15474278
501,-0.39860999999999996,0.47284,-0.4433216,0.4651659
502,-0.19295,0.47544,-0.12205932,0.4561305
503,-0.18989,0.47284,-0.12673004,0.49226487
504,0.02617999999999998,0.47024,0.039105568,0.3639832
505,-0.41944,0.47153,-0.42016816,0.4500159
506,-0.18904,0.45851000000000003,-0.13613336,0.47625494
507,-0.27061,0.47024,-0.25809196,0.47150636
