,steering,throttle,model_steering,model_throttle
68,-0.29666000000000003,0.47284,-0.3563668,0.46553874
69,-0.22939,0.47284,-0.22385165,0.46306926
70,-0.18773,0.47024,-0.12121859,0.46096885
71,-0.29144000000000003,0.34007,-0.31856644,0.46482837
72,-0.31227,0.47024,-0.35567966,0.4655258
73,-0.27583,0.34007,-0.36967131,0.46578923
74,-0.21506999999999998,0.47415,-0.20518096,0.4627392
75,-0.04152,0.47153,-0.14111601,0.46144912
76,-0.25499,0.47024,-0.22469582,0.46308446
77,-0.24369000000000002,0.46765,-0.37759918,0.4659385
78,-0.04152,0.47024,-0.07844211,0.4597557
79,-0.15475999999999998,0.47153,-0.18111062,0.46229202
80,-0.26844,0.47153,-0.30759105,0.46462256
81,-0.03500999999999998,0.47153,-0.076822385,0.4597044
82,-0.28625,0.3687,-0.27402744,0.4639944
83,-0.18644000000000002,0.47153,-0.11172993,0.4607223
84,-0.20725,0.46893,-0.26553094,0.4638359
85,-0.21333,0.47284,-0.19125578,0.4624851
86,-0.05972,0.46242,-0.107279494,0.4606025
87,-0.40771,0.47284,-0.41134527,0.46657315
88,-0.24500999999999998,0.47153,-0.19413817,0.4625387
89,-0.17428,0.47153,-0.15447798,0.461747
90,-0.08838000000000001,0.47153,-0.06862091,0.45943892
91,-0.08056000000000002,0.47284,-0.18780264,0.46242025
92,-0.38648000000000005,0.47153,-0.2670367,0.46386397
93,-0.44547,0.46111,-0.38323134,0.46604463
94,-0.28667,0.47284,-0.2509632,0.46356428
95,-0.07057000000000001,0.47153,-0.08177867,0.45985997
96,-0.34392,0.47153,-0.26213458,0.46377254
97,-0.24500999999999998,0.47024,-0.163308,0.46193442
98,-0.058439999999999985,0.46893,-0.13868105,0.46139285
99,-0.37866,0.47153,-0.32686672,0.4649842
100,-0.10702,0.47024,-0.14926156,0.4616329
101,-0.32138,0.47153,-0.3457996,0.46533996
102,-0.16038,0.47284,-0.10647576,0.46058053
103,-0.25151,0.46374,-0.28905666,0.46427533
104,-0.44156000000000006,0.47153,-0.38337103,0.46604723
105,-0.28234000000000004,0.47153,-0.20960961,0.46281746
106,-0.34221,0.47024,-0.36072615,0.46562073
107,-0.2524,0.47153,-0.18925825,0.4624476
108,-0.07274000000000003,0.47024,-0.11338866,0.46076635
109,-0.33571,0.46893,-0.28172287,0.46413815
110,-0.058439999999999985,0.47153,-0.10467644,0.46053112
111,-0.50925,0.47153,-0.43342745,0.46698403
112,-0.29144000000000003,0.47153,-0.2463473,0.46347868
113,-0.29666000000000003,0.47284,-0.3094483,0.46465734
114,-0.46238999999999997,0.46502,-0.39607182,0.46628633
115,-0.1708,0.47153,-0.14805718,0.46160614
116,-0.31227,0.47153,-0.37767333,0.46593982
117,-0.17687999999999998,0.47153,-0.11886463,0.46090883
118,-0.28753,0.47153,-0.17776655,0.46222663
119,-0.38776,0.47153,-0.33791876,0.46519178
120,-0.3921,0.47153,-0.3478861,0.4653793
121,-0.08838000000000001,0.47284,-0.09451532,0.46024302
122,-0.43377,0.47415,-0.35778022,0.46556538
123,-0.28536,0.47153,-0.2631467,0.46379146
124,-0.24891999999999997,0.32315,-0.16101082,0.46188635
125,-0.057130000000000014,0.47544,-0.08125248,0.4598437
126,0.024869999999999948,0.47153,-0.15265171,0.46170735
127,-0.36042,0.47024,-0.36557493,0.46571207
128,-0.06755,0.47284,-0.14235638,0.46147758
129,-0.17559999999999998,0.47024,-0.2070946,0.4627731
130,-0.28362,0.47024,-0.31781802,0.46481436
131,-0.45457,0.47284,-0.39135072,0.46619752
132,-0.34221,0.47153,-0.36438167,0.4656895
133,-0.11181000000000002,0.35176999999999997,-0.14952876,0.4616388
134,-0.33873000000000003,0.47415,-0.32285684,0.4649089
135,-0.23068000000000002,0.47284,-0.16540907,0.4619779
136,-0.3127,0.47024,-0.33275974,0.465095
137,-0.36564,0.47024,-0.38138923,0.46600983
138,-0.19903,0.47024,-0.19057317,0.4624723
139,-0.28405,0.47415,-0.23186716,0.46321353
140,-0.12611,0.34267,-0.1434369,0.4615022
141,-0.17169,0.46242,-0.16350085,0.4619384
142,-0.23806999999999998,0.47024,-0.28264844,0.46415544
143,-0.25499,0.47153,-0.23134741,0.4632042
144,-0.38691,0.47024,-0.40337548,0.4664236
145,0.024869999999999948,0.47024,-0.117918,0.4608845
146,-0.22416999999999998,0.34007,-0.16597623,0.46198967
147,-0.26932,0.47284,-0.14360048,0.46150592
148,-0.06755,0.46765,-0.14513436,0.46154067
149,-0.5,0.47153,-0.36379322,0.4656786
150,-0.15519000000000002,0.47153,-0.13422173,0.46128795
151,-0.19555,0.47153,-0.12666292,0.461105
152,-0.20163,0.47153,-0.13108067,0.46121278
153,-0.15128,0.47284,-0.13111965,0.4612137
154,-0.12611,0.47153,-0.12923786,0.4611681
155,-0.18644000000000002,0.47284,-0.1474696,0.46159297
156,-0.055810000000000026,0.47284,-0.07749884,0.4597259
157,-0.37649,0.47153,-0.2878723,0.46425307
158,-0.14826,0.47024,-0.08792169,0.46004778
159,-0.36696,0.47284,-0.31537586,0.46476853
160,-0.07274000000000003,0.47024,-0.11030645,0.4606843
161,-0.13265,0.47284,-0.10523901,0.46054664
162,-0.28536,0.47153,-0.27324393,0.46397987
163,-0.29795,0.47153,-0.34479514,0.46532106
164,-0.1079,0.4364,-0.10322916,0.46049097
165,-0.42203999999999997,0.47153,-0.40371683,0.46643004
166,-0.20205,0.47153,-0.26607832,0.4638461
167,-0.36433000000000004,0.47024,-0.22616714,0.46311074
168,-0.21898,0.47284,-0.2174222,0.4629549
169,-0.33179000000000003,0.47153,-0.1510638,0.46167254
170,-0.21375,0.47024,-0.17175475,0.46210715
171,-0.17037000000000002,0.47024,-0.21301402,0.46287724
172,-0.15128,0.47153,-0.25901455,0.46371436
173,-0.24458,0.47284,-0.28991458,0.46429124
174,-0.27061,0.47153,-0.3292543,0.46502903
175,-0.39732,0.47153,-0.3364044,0.46516335
176,-0.21464,0.46893,-0.22845392,0.4631519
177,-0.44547,0.47415,-0.360154,0.4656101
178,-0.31356,0.47153,-0.3100362,0.46466827
179,-0.2411,0.47153,-0.22318895,0.4630575
180,-0.47672,0.47153,-0.37168306,0.4658271
181,-0.1708,0.47024,-0.1702201,0.46207622
182,-0.37734,0.47153,-0.38945678,0.46616173
183,-0.38776,0.47153,-0.4196076,0.46672755
184,-0.08316000000000001,0.47024,-0.14103444,0.46144727
185,-0.12482,0.47153,-0.14902486,0.46162766
186,-0.35046,0.47284,-0.2887722,0.46427009
187,-0.24589,0.47153,-0.23098464,0.46319762
188,-0.21983000000000005,0.47153,-0.20738319,0.46277827
189,-0.43113999999999997,0.47153,-0.3337268,0.46511313
190,-0.3127,0.47153,-0.32462642,0.4649422
191,-0.14997,0.47153,-0.18837206,0.46243092
192,-0.22637,0.47153,-0.21129599,0.46284705
193,-0.18861,0.47024,-0.13680567,0.461349
194,-0.16952,0.47024,-0.12274687,0.46100745
195,-0.16560999999999998,0.47024,-0.14551558,0.46154916
196,-0.31011,0.47284,-0.27012926,0.4639217
197,-0.1964,0.47153,-0.14998798,0.4616489
198,-0.30577,0.47544,-0.30058149,0.4644911
199,-0.29926,0.46374,-0.25308394,0.4636038
200,-0.45848,0.34007,-0.39211142,0.46621183
201,-0.28753,0.47153,-0.33014378,0.46504566
202,-0.33354,0.47024,-0.30514452,0.46457663
203,-0.20725,0.47284,-0.21647985,0.46293816
204,-0.52878,0.46893,-0.39409795,0.4662492
205,-0.3266,0.47153,-0.26536778,0.4638328
206,-0.40771,0.47024,-0.33763587,0.46518657
207,-0.38906999999999997,0.47935,-0.33240402,0.4650882
208,-0.28796,0.47153,-0.3456308,0.46533683
209,-0.29013,0.47415,-0.3162243,0.46478444
210,-0.19121,0.47153,-0.29006958,0.46429417
211,-0.04931000000000002,0.47284,-0.10555213,0.46055526
212,-0.30317,0.47153,-0.3045706,0.46456584
213,-0.36173,0.47153,-0.40991628,0.46654624
214,-0.32397,0.47024,-0.36411867,0.46568468
215,-0.18122,0.47153,-0.1603585,0.4618726
216,-0.33613000000000004,0.47024,-0.3544135,0.46550214
217,-0.23068000000000002,0.47153,-0.14485683,0.46153435
218,-0.33699,0.47024,-0.28567567,0.46421203
219,-0.28234000000000004,0.47153,-0.32871383,0.46501887
220,-0.06623000000000001,0.47024,-0.12624644,0.4610947
221,-0.44547,0.47284,-0.3636721,0.46567628
222,-0.31227,0.47024,-0.32634908,0.4649745
223,-0.19683,0.47153,-0.20666765,0.4627656
224,-0.21247,0.47284,-0.16300617,0.46192813
225,-0.2385,0.47284,-0.17677633,0.46220723
226,-0.31356,0.41425,-0.34977508,0.46541473
227,-0.29275,0.47153,-0.27382296,0.46399057
228,-0.16689,0.47284,-0.15661663,0.46179307
229,-0.15128,0.47153,-0.1144649,0.46079463
230,-0.29706,0.47024,-0.22005524,0.4630017
231,-0.04152,0.47024,-0.16700445,0.4620108
232,-0.3153,0.47153,-0.23106536,0.4631991
233,-0.22939,0.44159,-0.26029193,0.4637381
234,-0.38385,0.47415,-0.3574927,0.46555993
235,-0.1873,0.47153,-0.139801,0.46141875
236,-0.34783000000000003,0.47675,-0.34410393,0.46530822
237,-0.22676999999999997,0.34395,-0.24084173,0.46337736
238,-0.08056000000000002,0.46893,-0.16371337,0.46194285
239,-0.22289,0.35176999999999997,-0.19166283,0.46249267
240,-0.33354,0.34395,-0.2797017,0.46410036
241,-0.29795,0.47153,-0.29094675,0.46431065
242,-0.20334000000000002,0.38822,-0.2584788,0.46370435
243,-0.43505,0.47153,-0.39073154,0.4661859
244,-0.15344999999999998,0.47935,-0.10471582,0.4605322
245,-0.28493,0.47153,-0.3269537,0.46498582
246,-0.13002000000000002,0.34267,-0.1529589,0.4617141
247,-0.36216,0.47024,-0.3311149,0.46506402
248,-0.36042,0.47284,-0.32205933,0.46489394
249,-0.19555,0.47153,-0.20225118,0.46268654
250,-0.18382,0.47024,-0.16118462,0.46188992
251,-0.2359,0.47024,-0.17617503,0.4621954
252,-0.10702,0.47153,-0.0906867,0.46013042
253,-0.13176,0.47024,-0.1773236,0.46221802
254,-0.45457,0.47153,-0.4034742,0.46642545
255,-0.38299999999999995,0.46893,-0.38823032,0.46613887
256,-0.33311,0.47284,-0.32461533,0.46494192
257,-0.13652999999999998,0.43768,-0.08506273,0.45996112
258,-0.19903,0.46893,-0.15778327,0.46181804
259,-0.34524,0.43768,-0.30031204,0.46448603
260,-0.22115,0.3661,-0.26085573,0.4637487
261,-0.33311,0.47024,-0.34198123,0.4652682
262,-0.42463,0.46633,-0.34543362,0.4653331
263,-0.35046,0.47153,-0.30256197,0.4645283
264,-0.39039,0.47803,-0.30752623,0.46462128
265,-0.15647,0.47284,-0.14560737,0.4615513
266,-0.13827,0.47153,-0.14025165,0.4614292
267,-0.19422999999999999,0.47153,-0.16834259,0.46203816
268,-0.34612,0.47803,-0.35268596,0.4654695
269,-0.09488999999999996,0.47153,-0.080598384,0.45982328
270,-0.17037000000000002,0.47024,-0.0978299,0.46033862
271,-0.28405,0.47153,-0.27489275,0.4640106
272,-0.08966000000000003,0.47284,-0.10879222,0.4606436
273,-0.055810000000000026,0.46893,-0.13228828,0.46124184
274,-0.12525,0.47153,-0.117427714,0.4608718
275,-0.35956,0.47153,-0.37008178,0.46579707
276,-0.32703000000000004,0.47024,-0.348028,0.4653819
277,-0.12654,0.47153,-0.13331741,0.46126643
278,-0.36998000000000003,0.47153,-0.2900337,0.46429357
279,-0.17037000000000002,0.47284,-0.13992344,0.4614216
280,-0.13652999999999998,0.47153,-0.082444996,0.4598807
281,-0.12525,0.47803,-0.10197303,0.46045592
282,-0.52618,0.47024,-0.39835674,0.46632928
283,-0.28926999999999997,0.47024,-0.3408869,0.46524763
284,-0.36735,0.47153,-0.39346823,0.46623734
285,-0.37734,0.47153,-0.35537598,0.4655202
286,-0.19252,0.47284,-0.16311546,0.4619304
287,-0.29275,0.47284,-0.29649618,0.4644145
288,-0.33613000000000004,0.47284,-0.36188108,0.46564266
289,-0.48582,0.47024,-0.3752217,0.46589378
290,-0.21595,0.47153,-0.17367601,0.46214575
291,-0.20681999999999998,0.47153,-0.17992392,0.46226898
292,-0.25933,0.47024,-0.26846188,0.46389052
293,-0.33221999999999996,0.47153,-0.31201127,0.46470544
294,-0.29186999999999996,0.47153,-0.33733824,0.46518105
295,-0.16429000000000002,0.47024,-0.12965451,0.4611782
296,-0.2498,0.47024,-0.25763455,0.4636886
297,-0.12351,0.46633,-0.1945711,0.46254665
298,-0.17991,0.46242,-0.1752259,0.4621765
299,-0.17603,0.47153,-0.14595932,0.46155918
300,-0.11484000000000001,0.47415,-0.26009756,0.46373457
301,-0.45457,0.47415,-0.40319583,0.46642023
302,-0.45848,0.47024,-0.37468672,0.46588373
303,-0.35391,0.47024,-0.37347826,0.4658608
304,-0.28405,0.47153,-0.26660854,0.46385595
305,-0.41034,0.46502,-0.3819497,0.4660205
306,-0.18339,0.47153,-0.22984782,0.463177
307,-0.30488000000000004,0.47415,-0.32171345,0.46488747
308,-0.16038,0.47024,-0.14867422,0.46161982
309,-0.055810000000000026,0.47284,-0.07468256,0.4596361
310,-0.22939,0.47153,-0.21158229,0.46285212
311,-0.38648000000000005,0.47415,-0.30110943,0.4645009
312,-0.36696,0.36088000000000003,-0.38105974,0.46600366
313,-0.07013999999999998,0.47153,-0.09680331,0.4603092
314,-0.29926,0.47284,-0.27411765,0.4639961
315,-0.14044,0.47153,-0.090373345,0.46012112
316,-0.37866,0.47024,-0.3792308,0.4659692
317,-0.2641,0.47024,-0.3195334,0.46484655
318,-0.19946,0.47153,-0.15054817,0.46166122
319,-0.04152,0.34007,-0.089008175,0.46008042
320,-0.22637,0.40905,-0.23919074,0.46334717
321,-0.13002000000000002,0.47153,-0.11166872,0.4607207
322,-0.1079,0.47024,-0.12413306,0.46104223
323,-0.43245,0.47153,-0.3951168,0.46626833
324,-0.24458,0.47024,-0.2361172,0.4632908
325,-0.15084999999999998,0.47803,-0.12792403,0.461136
326,-0.08446999999999999,0.46633,-0.12035122,0.4609468
327,-0.38776,0.47153,-0.3499858,0.46541864
328,-0.35263,0.47153,-0.4059829,0.46647248
329,-0.23156,0.47024,-0.24141046,0.4633878
330,-0.04152,0.47284,-0.07093617,0.45951486
331,-0.26932,0.47153,-0.22565235,0.46310148
332,-0.29144000000000003,0.47153,-0.35815674,0.4655724
333,-0.26453000000000004,0.47153,-0.30413556,0.46455774
334,-0.19555,0.47153,-0.16757649,0.46202248
335,-0.13176,0.46374,-0.13332988,0.46126667
336,-0.3179,0.47284,-0.2842341,0.4641851
337,-0.35914,0.47024,-0.34660822,0.46535516
338,-0.30488000000000004,0.46893,-0.2612709,0.46375647
339,-0.42463,0.47153,-0.36505938,0.46570235
340,-0.37389,0.47284,-0.36861834,0.46576938
341,-0.10008,0.35049,-0.09492328,0.46025482
342,-0.11352000000000001,0.47153,-0.14343499,0.46150216
343,-0.048020000000000014,0.37001,-0.14958516,0.46164006
344,-0.09097999999999999,0.34267,-0.24981248,0.46354294
345,-0.30836,0.47153,-0.27332965,0.46398133
346,-0.43765,0.44159,-0.39228225,0.46621504
347,-0.13652999999999998,0.46502,-0.14110412,0.46144885
348,-0.26541000000000003,0.47153,-0.18201607,0.4623095
349,-0.04152,0.47024,-0.08038933,0.45981678
350,-0.15519000000000002,0.47153,-0.12486345,0.46106037
351,-0.23156,0.43899,-0.14714627,0.46158585
352,-0.2476,0.47284,-0.22872886,0.46315688
353,-0.2615,0.47544,-0.281515,0.46413425
354,-0.41422,0.47153,-0.41053158,0.4665579
355,-0.33311,0.46374,-0.36732948,0.46574506
356,-0.35174,0.47153,-0.36533704,0.46570772
357,-0.39601,0.47153,-0.36581913,0.46571663
358,-0.36216,0.44941000000000003,-0.3569662,0.46555018
359,-0.3127,0.32443,-0.28486148,0.46419686
360,0.024869999999999948,0.47153,-0.13421246,0.46128774
361,-0.42075,0.47024,-0.37812176,0.4659485
362,-0.27843,0.47024,-0.25477672,0.46363533
363,-0.30186,0.47153,-0.22179846,0.4630326
364,-0.41813,0.47803,-0.34896466,0.4653995
365,-0.16429000000000002,0.47153,-0.22499184,0.46308956
366,-0.13002000000000002,0.47024,-0.25381383,0.46361738
367,-0.36433000000000004,0.47153,-0.37041503,0.46580324
368,-0.32049,0.47024,-0.336334,0.46516204
369,-0.06623000000000001,0.47153,-0.11891593,0.46091014
370,-0.15519000000000002,0.47153,-0.13080142,0.46120602
371,-0.14737,0.47153,-0.11586194,0.46083114
372,-0.27363000000000004,0.47153,-0.28403652,0.46418133
373,-0.4663,0.47153,-0.39204544,0.4662105
374,-0.46238999999999997,0.47284,-0.39416128,0.46625036
375,-0.44156000000000006,0.47153,-0.40751022,0.46650124
376,-0.27363000000000004,0.34395,-0.20275547,0.46269572
377,-0.36607,0.47153,-0.29690567,0.46442223
378,-0.17169,0.46242,-0.121912144,0.4609864
379,-0.10008,0.47153,-0.11741249,0.46087143
380,-0.10399000000000004,0.47153,-0.11758909,0.46087602
381,-0.38385,0.46111,-0.32561865,0.46496084
382,-0.19252,0.43117,-0.20297897,0.46269977
383,-0.29535,0.47415,-0.31584862,0.4647774
384,-0.37649,0.46893,-0.4065584,0.46648332
385,-0.3244,0.47024,-0.30832258,0.46463642
386,-0.21766,0.47153,-0.26714262,0.46386588
387,-0.25108,0.47284,-0.22743797,0.4631336
388,-0.37866,0.47153,-0.3798457,0.4659808
389,-0.07924999999999999,0.46893,-0.11914189,0.46091592
390,-0.44156000000000006,0.34918000000000005,-0.3690213,0.46577704
391,-0.43245,0.47153,-0.4256931,0.46684095
392,-0.04410999999999998,0.47024,-0.10138595,0.4604394
393,-0.11441,0.47284,-0.15118384,0.46167526
394,-0.21724000000000002,0.46633,-0.13610572,0.4613326
395,-0.28017,0.47675,-0.28932145,0.46428034
396,-0.12134,0.47153,-0.16279486,0.4619237
397,-0.20986999999999997,0.39082,-0.13498817,0.4613061
398,-0.27363000000000004,0.36351,-0.26052108,0.46374246
399,-0.32397,0.47153,-0.3457675,0.46533936
400,-0.30968,0.47024,-0.3717511,0.46582833
401,-0.18122,0.47024,-0.20064387,0.4626577
402,-0.24849000000000002,0.35828000000000004,-0.25614464,0.46366084
403,-0.35046,0.47153,-0.36611336,0.4657223
404,-0.34481,0.47024,-0.22790788,0.46314204
405,0.02617999999999998,0.47153,-0.08394454,0.45992687
406,-0.11441,0.47024,-0.1132857,0.4607636
407,-0.1617,0.47153,-0.10959331,0.4606651
408,-0.13045,0.47024,-0.100448996,0.46041307
409,-0.31139,0.47024,-0.34783557,0.4653783
410,-0.14434999999999998,0.47544,-0.10076275,0.46042192
411,-0.17297,0.47153,-0.113708176,0.46077478
412,-0.19422999999999999,0.47153,-0.12860222,0.46115258
413,-0.21898,0.46765,-0.15285952,0.46171188
414,-0.07924999999999999,0.47024,-0.117626175,0.4608769
415,-0.3062,0.47153,-0.26885203,0.46389782
416,0.024869999999999948,0.47024,-0.23473455,0.46326566
417,-0.08316000000000001,0.47024,-0.098222286,0.46034986
418,-0.42335,0.47024,-0.35952178,0.46559826
419,-0.52487,0.47153,-0.35109514,0.46543956
420,-0.23676000000000005,0.35700000000000004,-0.21294028,0.46287593
421,-0.16429000000000002,0.47153,-0.12344556,0.46102497
422,-0.24326,0.47153,-0.18243651,0.46231768
423,-0.20596,0.47024,-0.17229539,0.46211812
424,-0.31011,0.46765,-0.31397608,0.4647423
425,-0.35956,0.47415,-0.40130255,0.46638474
426,-0.1591,0.47024,-0.1156784,0.46082637
427,-0.22896999999999998,0.47544,-0.3308014,0.4650581
428,-0.28493,0.47153,-0.35494474,0.46551198
429,-0.0914,0.47153,-0.07835131,0.45975277
430,-0.17212,0.47024,-0.17683741,0.46220842
431,-0.22676999999999997,0.47153,-0.28663498,0.46422997
432,-0.31227,0.46765,-0.32657084,0.4649787
433,-0.33873000000000003,0.47803,-0.3440732,0.4653076
434,-0.20986999999999997,0.47153,-0.15036692,0.46165732
435,-0.25674,0.47153,-0.15738353,0.4618095
436,-0.23719,0.47153,-0.30087253,0.4644964
437,-0.29836999999999997,0.47153,-0.3280294,0.46500605
438,-0.09923,0.46893,-0.21434371,0.4629006
439,-0.10268,0.47153,-0.09631666,0.4602952
440,-0.13176,0.47153,-0.19220605,0.4625028
441,-0.34221,0.47284,-0.34473297,0.4653199
442,-0.32138,0.47153,-0.35390547,0.46549243
443,-0.4572,0.37392,-0.3941054,0.46624938
444,-0.10182000000000001,0.47153,-0.15786044,0.46181968
445,-0.27754,0.46765,-0.1945481,0.4625462
446,-0.41034,0.47024,-0.39308998,0.46623024
447,-0.43636,0.47284,-0.38329208,0.46604574
448,-0.36824,0.47024,-0.29192024,0.46432883
449,-0.32831,0.47153,-0.36004752,0.46560803
450,-0.36735,0.32966,-0.34222102,0.4652728
451,-0.14694000000000002,0.46893,-0.14143468,0.46145654
452,-0.17862,0.47153,-0.14457239,0.46152788
453,-0.33571,0.46893,-0.293075,0.46435046
454,-0.26584,0.35049,-0.21225904,0.46286398
455,-0.48063,0.47024,-0.34324515,0.46529192
456,-0.25499,0.47544,-0.2377385,0.4633205
457,-0.26584,0.47284,-0.29360822,0.46436048
458,-0.26061999999999996,0.47024,-0.24342586,0.46342486
459,-0.07146000000000002,0.47153,-0.083185576,0.4599035
460,-0.26975,0.47153,-0.25624573,0.46366283
461,-0.18382,0.47153,-0.13907507,0.46140194
462,-0.25801999999999997,0.47024,-0.32302383,0.46491206
463,-0.35391,0.47153,-0.38755134,0.4661259
464,-0.28884,0.47153,-0.34368542,0.46530014
465,-0.04410999999999998,0.47153,-0.084965445,0.45995817
466,-0.39298,0.4429,-0.377892,0.46594402
467,-0.13567,0.47153,-0.1038815,0.4605091
468,-0.20725,0.47153,-0.14125599,0.46145234
469,-0.20945000000000005,0.46893,-0.13092491,0.46120897
470,-0.22637,0.47153,-0.19853568,0.46261942
471,-0.32397,0.36219,-0.36863342,0.46576956
472,-0.30705,0.47153,-0.33655897,0.46516627
473,-0.38428,0.47284,-0.40426555,0.46644035
474,-0.042800000000000005,0.47024,-0.13893397,0.46139872
475,-0.24891999999999997,0.44031000000000003,-0.2130068,0.46287715
476,0.013170000000000015,0.47024,-0.10491245,0.4605376
477,-0.36042,0.47153,-0.34211597,0.4652707
478,-0.26584,0.47024,-0.2936508,0.4643613
479,-0.10008,0.47153,-0.10911838,0.46065235
480,-0.23025,0.47153,-0.19638228,0.4625801
481,-0.14303,0.47153,-0.16694874,0.46200967
482,-0.31921,0.46633,-0.34873787,0.46539524
483,-0.28884,0.47153,-0.2951822,0.46438983
484,-0.19121,0.46893,-0.14795166,0.4616038
485,-0.20294,0.47153,-0.26970276,0.46391368
486,-0.20205,0.47284,-0.12815218,0.46114156
487,-0.14085999999999999,0.47153,-0.16378902,0.4619444
488,-0.23288,0.47153,-0.14926101,0.46163294
489,-0.05321999999999999,0.3687,-0.10968818,0.4606677
490,-0.14954,0.47153,-0.11524383,0.46081507
491,-0.2385,0.47024,-0.1486296,0.46161884
492,-0.020679999999999976,0.46242,-0.11827079,0.46089354
493,-0.29275,0.47153,-0.2925538,0.4643407
494,-0.36955,0.47284,-0.35598224,0.4655315
495,-0.42854,0.46893,-0.4121818,0.46658882
496,-0.35434,0.46893,-0.37947583,0.46597397
497,-0.11831999999999998,0.47153,-0.1739212,0.46215063
498,-0.26019000000000003,0.47284,-0.2612332,0.4637557
499,-0.0914,0.47153,-0.08046125,0.45981902
500,-0.24716999999999997,0.47153,-0.22222513,0.4630402
501,-0.09357,0.47153,-0.10399264,0.4605122
502,-0.38168,0.47153,-0.30336246,0.4645432
503,-0.20031,0.47153,-0.1427419,0.4614864
504,-0.34392,0.47024,-0.3687107,0.46577126
505,-0.057130000000000014,0.47153,-0.08422196,0.45993537
506,-0.44419,0.47153,-0.38269597,0.46603456
507,-0.35306,0.46893,-0.34468886,0.46531925
508,-0.24241,0.46893,-0.19530714,0.4625603
509,-0.14737,0.47153,-0.09844547,0.46035618
